1256003901 677
1256004592 682
1256326381 1179
1256326756 1179
1256788073 1242
1256911158 1257
1256913388 1257
1256913471 1257
1257361423 4366
1257806296 4476
1257820162 12865
1257820486 12865
1257829407 15709
1258311867 27392
1258315989 28176
1258402441 28222
1258405532 28283
1258409612 28284
1258636787 28291
1258751572 28291
1258751694 28291
1258819599 28300
1258847891 28363
1258847918 28363
1258849434 28363
1258851892 28383
1258853946 28895
1258856102 29034
1258858101 29174
1258859484 29185
1258859497 29185
1258866283 29193
1258866294 29193
1258866591 29193
1258867330 29243
1258867354 29243
1258869350 29268
1258869538 29268
1259004939 29296
1259006536 29308
1259006550 29308
1259010826 29334
1259054717 29338
1259054943 29339
1259613205 29361
1259613276 29451
1259618004 29463
1259618613 29465
1259619895 29479
1259619908 29479
1259621154 29481
1259633916 29514
1259636310 29514
1259668839 29514
1259668879 29514
1259684094 29602
1259685387 29606
1259685699 29606
1259706472 29653
1259706489 29653
1259707232 29653
1259707248 29653
1259715077 29691
1259717518 29735
1259717585 29735
1259720322 29730
1261986614 29735
1261986828 29735
1262730461 38763
1262798102 37933
1262799623 60982
1262802528 61745
1262808350 61816
1262808966 62218
1262809666 55517
1262897245 55517
1262897565 55529
1262897677 55529
1262898664 55531
1262898891 55531
1262899264 55531
1262899652 55531
1262899804 55556
1262899845 55556
1262921345 55557
1262921469 55558
1262921798 55558
1262922067 55562
1262922238 55562
1262922268 55562
1262922321 55561
1262930581 55598
1262930650 55598
1263472453 55603
1263474409 55982
1263515756 55992
1263516242 56590
1263516321 58158
1263533504 36053
1263534064 36053
1263534377 36275
1263534709 153925
1263534980 162260
1263535052 162649
1263535154 163571
1263535576 36278
1263535716 36277
1263535846 36277
1263787036 36277
1263925908 36756
1263948521 36756
1264023605 36871
1264023626 36871
1264457936 36871
1264538119 37088
1264545241 37118
1264545338 37118
1264545472 37119
1264548003 37148
1264550640 37168
1264566235 37180
1264566250 37180
1264580881 37180
1264580892 37180
1264589850 37196
1264607513 37233
1264623240 37232
1264690265 37241
1264786476 37549
1264796139 37676
1264796622 37676
1264796684 37676
1264800763 37717
1264828666 37771
1264831299 37858
1264832641 37851
1264865438 37851
1264867785 38072
1264873552 38091
1264873574 38243
1264873619 38244
1264877259 38247
1264877348 38247
1264879319 38256
1264879657 38256
1264889753 38266
1264889895 38266
1264894306 38319
1264908253 38316
1264918213 38371
1264918224 38371
1264960258 38376
1264960277 38371
1264963035 38415
1264963093 38444
1264970514 38528
1264970734 38528
1264974284 38542
1264975497 38543
1264975808 38696
1264975985 38570
1264976009 38595
1264976030 38595
1264980852 38614
1264981242 38614
1264981834 38805
1264981865 38635
1264981984 38635
1264982010 38635
1264982041 38635
1264982128 37414
1264982153 38635
1264982166 38640
1264982200 38640
1264982235 38640
1264982423 38640
1264987343 38648
1264992951 38722
1265051916 38742
1265060563 38742
1265060572 38742
1265063466 38749
1265078687 38792
1265079294 38820
1265079425 38820
1265082905 38820
1265124486 38820
1265129252 38820
1265129301 38845
1265129305 38845
1265131566 38841
1265134111 38921
1265135905 38921
1265144070 38925
1265144157 38925
1265144405 38925
1265144422 38925
1265146192 38931
1265147825 38930
1265148388 38930
1265148670 38951
1265148674 38951
1265148834 38963
1265148887 38963
1265149240 38963
1265149349 38971
1265149359 38971
1265151140 38975
1265151195 39042
1265151209 39042
1265151218 39042
1265151649 39012
1265153484 39010
1265154910 39024
1265161123 39024
1265163067 39024
1265163302 39047
1265163331 39047
1265163821 39050
1265163829 39050
1265163952 39051
1265163959 39051
1265164038 39083
1265165151 39116
1265165308 39117
1265165313 39117
1265166393 39108
1265166508 39109
1265166658 39109
1265166834 39036
1265167060 39035
1265167660 39004
1265167838 39004
1265167859 39007
1265168019 39007
1265169036 39040
1265169044 39040
1265169098 39060
1265169114 39060
1265170190 39046
1265170737 39058
1265170830 39060
1265170888 39137
1265170957 39137
1265170991 39137
1265170999 39137
1265171387 39152
1265171409 39152
1265171674 39152
1265171686 39152
1265172107 39154
1265172294 39152
1265172484 39150
1265172624 39150
1265172690 39150
1265653897 39316
1265663551 39371
1265663772 39363
1265664269 39372
1265664369 39373
1265664406 39373
1265665038 39400
1265665048 39400
1265665443 39504
1265665702 39505
1265665819 39509
1265665825 39509
1265665931 39512
1265666578 39526
1265666603 39526
1265667324 39532
1265667560 39550
1265667570 39550
1265667601 39550
1265667664 39550
1265668313 39571
1265668660 39581
1265668755 39581
1265668825 39621
1265669148 39621
1265669266 39651
1265669560 39708
1265669621 39825
1265669735 39825
1265669822 39825
1265670204 39825
1265670219 39825
1265670377 39780
1265670508 39783
1265670516 39784
1265670542 39784
1265670667 39784
1265670809 39781
1265671400 39715
1265671618 39722
1265671994 39725
1265672115 39725
1265672119 39725
1265672806 39730
1265753383 39731
1265753426 39731
1265753553 39731
1265763498 39802
1265766657 39871
1265771042 39911
1265771057 39891
1265771200 39911
1265771226 39891
1265771453 39908
1265771458 39908
1265778496 39946
1266268468 39952
1266269296 39955
1266270365 39998
1266270393 39998
1266271548 40014
1266271660 40016
1266271663 40016
1266271928 40035
1266271939 40035
1266273915 40057
1266273969 40057
1266274125 40079
1266274208 40079
1266274399 40080
1266364647 40027
1266364653 40027
1266374059 40033
1266374129 40050
1266375062 39986
1266376333 40219
1266376689 40219
1266379536 40225
1266380843 40225
1266381417 40222
1266381542 40222
1266381625 40222
1266381856 40222
1266872078 40225
1266872109 40225
1266872661 40225
1267887505 41955
1271210313 42047
1271210316 42047
1271213655 42067
1271213695 42130
1271213780 42130
1271215633 42157
1271215823 42180
1271215829 42180
1271253494 42324
1271342036 43555
1271355966 45194
1271565697 45368
1271800032 45403
1271800116 45403
1271948213 46092
1271957883 46243
1271962650 46279
1272266345 46277
1272266408 47903
1272412400 48010
1272412449 48058
1272412608 48058
1272412627 48058
1272412749 48067
1273081130 48438
1273243267 48395
1273283648 48503
1273283731 48506
1273341867 48616
1273348030 48951
1273348360 50587
1273348946 50587
1273356412 51616
1273360257 51670
1273418649 60962
1273418792 61072
1273418810 61072
1273419425 61058
1273419436 61058
1273419589 59881
1273433518 60175
1273433650 60177
1273440049 60315
1273448119 60315
1273457859 60386
1273462861 60439
1273463128 60440
1273464675 60521
1273464856 60522
1273464952 60522
1273465195 60524
1273545227 60721
1273545484 60721
1273547772 60722
1273549351 60723
1273549449 60724
1273561051 60685
1273561061 60685
1273592684 60685
1273593566 60685
1273593699 60685
1273594030 60685
1273594692 60685
1273594819 60685
1273594957 60685
1273595252 60685
1273601860 127022
1273601878 127022
1273609726 127063
1273611514 127066
1273616435 127066
1273616455 127066
1273616723 127066
1273616947 127066
1273617900 127066
1273618050 127066
1273623338 127112
1273623777 127112
1273623886 127112
1273624152 127112
1273627768 127112
1273627783 127112
1273628107 127112
1273628454 127112
1273628735 127112
1273630736 127112
1273631956 127113
1273632019 127113
1273633857 127153
